query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2019-10-18 13:51;https://twitter.com/coloriet/status/1185161571821113345;+;post;2;830;coloriet;830;2.7;;;Een spannende dag voor onze studenten van #ColorietCollege 1e groep  Helft klas heeft belangrijk examen: ‘het criteriumgericht interview’ over een crisissituatie. Dank [@rocfriesepoort]  Binnenkort is andere deel klas aan de beurt. Succes! 💪💪 #werkenenleren #zijinstroom #ikzorg https://t.co/axLj4OqNPj;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 12:57;https://twitter.com/AgnesTB/status/1185147792014135297;;comment;3;146;AgnesTB;146;0.8;;;Always good to have our IBMZ Champions out there talking to the next generation about #IBMZ. And despite popular believe there really is plenty of fun to be had on the mainframe.;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 12:29;https://twitter.com/henrikuiper/status/1185140915641470977;;post;3;640;henrikuiper;640;1.1;;;This #IBMzChampion had a blast at [@rocfriesepoort] I think the students had fun too. https://t.co/plHKnUQm9h;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 11:59;https://twitter.com/FrancoisLabout/status/1185133264522141696;;post;;12;FrancoisLabout;12;1.7;;;Vandaag in gesprek bij [@rocfriesepoort] om @VolandisNL te komen voorstellen op de meeting bouwbedrijven en leermeesters regio Friesland. Heb nu even een momentje voor dat ik naar volgende pubquiz ga bij firma @Bootsma in Tirns https://t.co/vjIltwxUIp;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 11:27;https://twitter.com/ASTRON_NL/status/1185125298079174657;;comment;3;4601;ASTRON_NL;4601;5.2;;;RT @FDellaScienza: Quando usiamo i telescopi per osservare l’Universo cosa ci aspettiamo di trovare? #CaroleJackson, general and scientific director di [@ASTRON_NL] l'istituto olandese di radioastronomia, ci aiuta a scrutare il cosmo e a saperne di più sui telescopi https://t.co/NLqJAtWSnN https://t.co/rJo6C890Rw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 11:13;https://twitter.com/HetIsKerstMan/status/1185121729577967621;;comment;5;557;HetIsKerstMan;557;11.1;;;Doe eens niet.  Voor 15 mil kun je wel heel veel fietspaden eindelijk eens opknappen zodat ze ook voor de sportievere fietser te doen zijn zonder blauwe billen [@_Smallingerland];twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 11:11;https://twitter.com/FDellaScienza/status/1185121258545000448;;post;3;8585;FDellaScienza;8585;0.8;;;Quando usiamo i telescopi per osservare l’Universo cosa ci aspettiamo di trovare? #CaroleJackson, general and scientific director di [@ASTRON_NL] l'istituto olandese di radioastronomia, ci aiuta a scrutare il cosmo e a saperne di più sui telescopi https://t.co/NLqJAtWSnN https://t.co/rJo6C890Rw;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 10:12;https://twitter.com/explorer_nico/status/1185106435052593152;;comment;2;13;explorer_nico;13;0.6;;;RT @cosmicpudding: Hah, nice to see the article I wrote for the [@ASTRON_NL] news in print! I forgot about it!! The start of #Apertif operations seems like quite a while ago now doesn’t it? 🙊 @robsz_space @Avendedoraldera @betseeeey @a_schoenmakers @explorer_nico @YogeshMaan04 @danyvohl https://t.co/JAGsSXTn6w;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 10:04;https://twitter.com/IEBUPDTE/status/1185104289221492736;+;comment;3;;IEBUPDTE;122;0.5;;;@henrikuiper [@rocfriesepoort] Our local #zChampion spreading the word 😁;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 09:56;https://twitter.com/henrikuiper/status/1185102364874817538;;post;;640;henrikuiper;640;1;;;All prepped for 2H of Mainframe talks [@rocfriesepoort] https://t.co/JwpziCbcUe;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 09:02;https://twitter.com/nogonosa/status/1185088837376237568;;comment;3;;nogonosa;83;0.8;;;@henrikuiper [@rocfriesepoort] https://t.co/LKIIWGvkrF;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 08:25;https://twitter.com/henrikuiper/status/1185079361369759746;;post;3;640;henrikuiper;640;1;;;Op weg naar [@rocfriesepoort] voor een gastcollege #mainframe https://t.co/FTSUoywFxA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 07:20;https://twitter.com/GerryGeitz/status/1185063115538489344;+;comment;14;;GerryGeitz;190;2.5;;;@TrendshipNL @nhlstenden @Rabobank [@rocfriesepoort] Trots op studenten #nhlstenden;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-18 00:14;https://twitter.com/marrie75/status/1184955885346590728;+;comment;14;1881;marrie75;1881;2.6;;;RT @XandraGrwold: 48 prachtige uren met alle studenten, onze top jury en de organisatie van @bots_050 Gefeliciteerd @nhlstenden [@rocfriesepoort] (Leeuwarden) maar ook de andere 6 teams @Noorderpoort @DrentheCollege @hanze [@rocfriesepoort] (Sneek) @Alfacollege @FrieslandColl TOP! #Trendship;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 20:51;https://twitter.com/SKSskutsjesilen/status/1184904762262732801;+;comment;2;11714;SKSskutsjesilen;11714;2.5;;;RT @HildaBoesjes: Bestuur  @SKSskutsjesilen gastvrij ontvangen en rondgeleid bij @PhilipsNL [Drachten] ter gelegenheid van 60 jaar #Skutsje #DeHalveMaen. Prachtig  #janbron #marloesdevos #klaaswesterdijk #sks19 [#Philips] https://t.co/baIF2ROl42;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 20:50;https://twitter.com/HildaBoesjes/status/1184904506347261952;+;post;2;807;HildaBoesjes;807;1.7;;;Bestuur  @SKSskutsjesilen gastvrij ontvangen en rondgeleid bij @PhilipsNL [Drachten] ter gelegenheid van 60 jaar #Skutsje #DeHalveMaen. Prachtig  #janbron #marloesdevos #klaaswesterdijk #sks19 [#Philips] https://t.co/baIF2ROl42;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 20:22;https://twitter.com/Statenjacht/status/1184897427909812224;;comment;2;;Statenjacht;1463;1.6;;;@PeterBoomsma [@_Smallingerland] Witst noch, op âldjiersdei kamen se allegear op 'e lappen;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 20:12;https://twitter.com/ReneeRasvdWater/status/1184894847817342977;+;comment;4;249;ReneeRasvdWater;249;0.7;;;RT @partoer: 10 oktober 2019. De eerste van drie trainingen Verwijsindex in Zuidoost-Friesland. Wederom zeer enthousiaste medewerkers/gebruikers Verwijsindex mogen trainen! Met dank aan gemeenten @Heerenveen, @Westwerf, @Opsterland, @Owerf en [@_Smallingerland] https://t.co/Xd1adiFVVn;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 19:59;https://twitter.com/salvagedennis/status/1184891677808435200;;comment;6;;salvagedennis;698;2;;;@HildaBoesjes @woudagemaal @wetterskip @provfryslan @Merk_Fryslan @dagjeweg [@StorkTS] @wetsus @MEvers02 Nu je kans.;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 19:14;https://twitter.com/tormbo/status/1184880268886364160;;comment;14;227;tormbo;227;1.1;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 19:02;https://twitter.com/PeterBoomsma/status/1184877470996160515;;post;2;1121;PeterBoomsma;1121;0.7;;;Het bestaat nog: de ouderwetse melkbus. Vandaag gezien in Oudega/Aldegea, in [@_Smallingerland] https://t.co/PvpooTN2En;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 18:58;https://twitter.com/maureen82/status/1184876374236041216;+;comment;3;296;maureen82;296;0.5;;;Vandaag een bezoek aan het mooie Oudega gebracht. Het was een leuke middag, dank jullie wel voor de gastvrijheid. [@_Smallingerland] @JanRijpstra @AldegeaSm #hûskeamer #oudega @provfryslan;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 18:54;https://twitter.com/maureen82/status/1184875231426613248;+;comment;3;;maureen82;296;0.5;;;@AldegeaSm Het was een mooie middag. Oudega is een prachtig stukje Friesland met heel veel historie. [@_Smallingerland];twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 18:45;https://twitter.com/partoer/status/1184872994063171593;+;post;4;573;partoer;573;2.5;;;10 oktober 2019. De eerste van drie trainingen Verwijsindex in Zuidoost-Friesland. Wederom zeer enthousiaste medewerkers/gebruikers Verwijsindex mogen trainen! Met dank aan gemeenten @Heerenveen, @Westwerf, @Opsterland, @Owerf en [@_Smallingerland] https://t.co/Xd1adiFVVn;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 17:37;https://twitter.com/Jan_Wedman/status/1184855974122790917;-;comment;2;;Jan_Wedman;39;0.6;;;@WaldNet Nog duurder maken [@_Smallingerland] vooral op de koopzondag. Dan kunnen jullie daar ook direct mee ophouden.;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 17:36;https://twitter.com/ruimtevaart/status/1184855728839970816;;post;;2059;ruimtevaart;2059;1;;;RT [@ASTRON_NL]: .@BrendaVrieling opent de bijeenkomst “Ruimte voor het Heelal” voor medewerkers (cont) https://t.co/d1rYcwBLMH;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 16:52;https://twitter.com/OF_nl/status/1184844551825084416;;post;;4639;OF_nl;4639;2.6;;;@deStreekboer en [@rocfriesepoort] steken boeren hart onder de riem  https://t.co/UbJ5aS27VO https://t.co/IBkN7JkZCm;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:59;https://twitter.com/M_A_de_Vries/status/1184831220858916865;+;comment;4;127;M_A_de_Vries;127;0.7;;;RT @FaberAnneke: Vandaag met St. Wijzer op p@d veilig online bankieren cursus gegeven. Ouderen op weg helpen hun eigen financiën online te regelen is nodig en enorm leuk! #SamenBankieren @RaboDrachten @WijzijnAanZet @Sunenz [@_Smallingerland] https://t.co/wL4slb2OeV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:40;https://twitter.com/AstroJoeC/status/1184826480746029056;;post;;807;AstroJoeC;807;1;;;Prof. Piet van der Kruit of @univgroningen presents the [@ASTRON_NL]/@jivevlbi colloquium on the life of Jan Oort - an astronomer that has left his mark in many areas of astronomy. Piet was Oort’s last PhD student. https://t.co/reyscXuU7S;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:38;https://twitter.com/NP_Kasteel_gro/status/1184825984333340672;+;comment;14;187;NP_Kasteel_gro;187;2.8;;;RT @XandraGrwold: 48 prachtige uren met alle studenten, onze top jury en de organisatie van @bots_050 Gefeliciteerd @nhlstenden [@rocfriesepoort] (Leeuwarden) maar ook de andere 6 teams @Noorderpoort @DrentheCollege @hanze [@rocfriesepoort] (Sneek) @Alfacollege @FrieslandColl TOP! #Trendship;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:36;https://twitter.com/EricaSchaper/status/1184825457671393280;+;comment;14;;EricaSchaper;193;0.4;;;@TrendshipNL @nhlstenden @Rabobank [@rocfriesepoort] Supertrots!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:35;https://twitter.com/GrunnenRocks/status/1184825312489754625;;comment;14;5846;GrunnenRocks;5846;5;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:33;https://twitter.com/joostdrijver/status/1184824881340440576;;comment;3;;joostdrijver;1143;1.2;;;@MarkV [@rocfriesepoort] @wearespindle @bots_050 *deed;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:31;https://twitter.com/MDAlgera/status/1184824231193960455;;comment;14;139;MDAlgera;139;0.7;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:12;https://twitter.com/joostdrijver/status/1184819522857062402;+;comment;3;;joostdrijver;1143;1.2;;;@MarkV [@rocfriesepoort] @wearespindle @bots_050 dat Jelle inderdaad erg netjes!;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:11;https://twitter.com/MarkV/status/1184819346121596929;+;post;3;4046;MarkV;4046;5;;;BAM 💥 Het team [@rocfriesepoort] 🤜🤛 @wearespindle wint daar gewoon even de Gamechangers technische prijs bij @bots_050.  Waanzinnige pitch van eindbaas Jelle! https://t.co/dAkxVqHUnP;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 15:05;https://twitter.com/a2z_Interactive/status/1184817768111185921;;post;;1859;a2z_Interactive;1859;0.7;;;Best of luck to @MKanon in the 2019 #TCSNYCMarathon!!! Marcel is a colleague of ours from [@rocfriesepoort]. He is running for a great cause with Foundation KiKa to raise funds to end childhood cancer 🧡💜https://t.co/UGbqhSKDS8 @nycmarathon 🏃‍♂️🍎🏅🗽 https://t.co/mHUr3pgwT8;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:59;https://twitter.com/DePemy/status/1184816312012410885;;comment;14;237;DePemy;237;0.7;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:50;https://twitter.com/ansemspa/status/1184813931988213760;;post;;265;ansemspa;265;0.7;;;Attending the presentation of Herald Boevenbrink who talks about the transition they made at Nouryon from a [PerkinElmer] Informatics E-notebook to Signals Notebook #SNB. The move allowed them to search their E-notebook data and increase user sarisfaction https://t.co/mqFOpjCrub;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:46;https://twitter.com/ansemspa/status/1184812902668210181;+;post;;265;ansemspa;265;0.7;;;What a pleasure to see how our scientists are using structured data of the [PerkinElmer] Informatics E-notebook and TIBCO Spotfire to enhance their Data management thanks to Elodie Gilardoni from Novartis and Ruud Ubink and Otto van Hulten from Synthon #nex…https://t.co/ytXD0nO0Kd;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:31;https://twitter.com/lenykuhlemeier/status/1184809107448107009;;comment;2;424;lenykuhlemeier;424;1.8;;;Het is toch opvallend, dat de meeste mensen in gezelschap van oud burgemeester Brok in Dordrecht en nu CdK in Friesland altijd lachend op de foto staan. #prettiggezelschap;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:22;https://twitter.com/cdkfryslan/status/1184806798030770176;;post;2;3378;cdkfryslan;3378;5;;;Hjoed op amtsbesite yn [@_Smallingerland], yn Aldegea. Petear mei boargemaster, B&W en de fraksjefoarsitters. Dernei troch it moaie doarp mei de Feriening foar doarpbelang Aldegea, ek praten oer Masterplan Oudega. It is hjir prachtich en it wurdt noch moaier. https://t.co/F0PBFLhPU0;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:21;https://twitter.com/wimvandepol/status/1184806595550744576;+;comment;14;1696;wimvandepol;1696;4;;;Terecht! Dank! Maar óók dank aan @XandraGrwold voor het enthousiaste aanvuren, en de loodzware taak als juryvoorzitter om tóch te kiezen ...;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:18;https://twitter.com/kvdw2/status/1184805771332206593;+;comment;14;153;kvdw2;153;1;;;RT @XandraGrwold: 48 prachtige uren met alle studenten, onze top jury en de organisatie van @bots_050 Gefeliciteerd @nhlstenden [@rocfriesepoort] (Leeuwarden) maar ook de andere 6 teams @Noorderpoort @DrentheCollege @hanze [@rocfriesepoort] (Sneek) @Alfacollege @FrieslandColl TOP! #Trendship;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:16;https://twitter.com/bernard_elly/status/1184805445187313665;+;comment;4;98;bernard_elly;98;0.7;;;RT @FaberAnneke: Vandaag met St. Wijzer op p@d veilig online bankieren cursus gegeven. Ouderen op weg helpen hun eigen financiën online te regelen is nodig en enorm leuk! #SamenBankieren @RaboDrachten @WijzijnAanZet @Sunenz [@_Smallingerland] https://t.co/wL4slb2OeV;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:14;https://twitter.com/nhlstenden/status/1184804775826726912;;comment;14;695;nhlstenden;695;0.6;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:11;https://twitter.com/XandraGrwold/status/1184804081967210497;+;comment;14;2865;XandraGrwold;2865;4.5;;;48 prachtige uren met alle studenten, onze top jury en de organisatie van @bots_050 Gefeliciteerd @nhlstenden [@rocfriesepoort] (Leeuwarden) maar ook de andere 6 teams @Noorderpoort @DrentheCollege @hanze [@rocfriesepoort] (Sneek) @Alfacollege @FrieslandColl TOP! #Trendship;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:02;https://twitter.com/danamelina/status/1184801971053694976;;comment;14;545;danamelina;545;0.6;;;RT @TrendshipNL: 2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:01;https://twitter.com/wearespindle/status/1184801508816314369;+;post;;786;wearespindle;786;4.1;;;The results are in and our team from [@rocfriesepoort] Leeuwarden won the technical prize for making the best prototype during @bots_050 🏆🙌 Congrats and thanks for all your hard work and effort! https://t.co/szWd4yrzXu;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 14:00;https://twitter.com/TrendshipNL/status/1184801241123217408;;post;14;810;TrendshipNL;810;2.4;;;2.750 mensen, 3 pitches, 1 winnaar. @nhlstenden pakte zojuist glansrijk de Hoofdprijs van de Gamechangers Student Award. Hun app Buffel voor @Rabobank won op de mainstage. [@rocfriesepoort] ging er wel met de Technische Prijs vandoor. #trendship https://t.co/orwwppK7TA;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 13:38;https://twitter.com/tormbo/status/1184795937379618816;+;post;;227;tormbo;227;1.1;;;Team [@rocfriesepoort] Leeuwarden wint de derde prijs algemeen én de techniekprijs op @bots_050 #bots2019! Bedankt voor de toffe opdracht (en de burgers) @wearespindle @MarkV . Bedankt organisatie, jury en @Sogeti_NL Gefeliciteerd met de 1e en 2e plek @nhlstenden en @Noorderpoort https://t.co/gwhOO1heIX;twitter;
icdrachten OR nijsmellinghe OR r...;2019-10-17 13:30;https://twitter.com/robertrosendal/status/1184793846150025218;;comment;6;1291;robertrosendal;1291;5.3;;;RT @HildaBoesjes: Yes, we staan weer onder stoom ! Vandaag de laatste dag van de trainingsdagen. Belangstellenden van harte welkom!  Vanochtend company members bij het opstarten .@woudagemaal @wetterskip @provfryslan @Merk_Fryslan @dagjeweg [@StorkTS] @wetsus https://t.co/fGslayycas;twitter;
