query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2020-01-20 10:29;https://twitter.com/RadioNet_EU/status/1219190265665282049;;post;3;447;RadioNet_EU;447;3.8;;;EAS2020 in Leiden: Special Session 16 Registering the Universe at the highest spatial accuracy, June 29. Registration deadline March 2 https://t.co/nhwDJxTZzY @jivevlbi @jodrellbank @maxplanckpress @EAS_meeting #eas2020 @IRA_INAF [@ASTRON_NL] @LOFAR @jivedirector #Science https://t.co/EE28Bn5uf8;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-20 10:28;https://twitter.com/WorldSkillsNL/status/1219190052082913280;+;post;13;3789;WorldSkillsNL;3789;6.6;;;Na de 3-daagse kwalificatie lasser gaan er 8 studenten naar #STF20. Gefeliciteerd lassers TIG Bart @rocnijmegen, Robbin @rocvantwente, Max @ROCA12online, Hendrik [@rocfriesepoort] & lassers MAG/BMBE Mart @rocvantwente, Jaron @Deltion, Jort [@rocfriesepoort], Martijn @rocdeleijgraaf. https://t.co/cPSeV73mz7;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-20 06:59;https://twitter.com/LclVision/status/1219137267547168770;;comment;;20;LclVision;20;0.7;;;RT @hugodejonge: We hebben heel veel mensen nodig in de zorg. En daarom zijn initiatieven als 'Op Stap' van zorgorganisatie @Patyna_ ontzettend belangrijk. Samen met [@rocfriesepoort] en @Pastiel_ stomen zij statushouders, werkzoekenden én zij-instromers klaar voor een baan in de zorg. #ikzorg https://t.co/35AxApZkbY;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 22:27;https://twitter.com/Sjoukjet8/status/1219008533993336833;+;comment;3;;Sjoukjet8;106;1.3;;;@dvfireman1972 [@_Smallingerland] Ik ben altijd heel blij dat ze zo goed strooien !!!!! Ik moet wel op de fiets naar mijn werk 😁;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 20:53;https://twitter.com/hafo2014/status/1218984784803913731;;comment;196;78;hafo2014;78;0.7;;;RT @jurgenelshof: @MatthijsSienot Hallo Matthijs, waarom denk je dat? @ProvDrenthe [@ResatoBV] en Vriend in Coevorden gaan in de provincie een dicht netwerk realiseren. Kip 🐓- ei 🥚 wordt doorbroken! H2 is zoveel sneller dan laden. VW heeft het wel vaker mis gehad...;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 20:14;https://twitter.com/EHefting/status/1218975050575024128;;post;;139;EHefting;139;2.2;;;Topoccasion! Poten en aanaarden in 1 werkgang [@dewulf_group] https://t.co/Tsc56OdGi4;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 18:36;https://twitter.com/joke_jong/status/1218950344216076289;;comment;4;184;joke_jong;184;0.6;;;RT [@_Smallingerland]: Morgenochtend is er kans op #gladheid, dus pas op! Gemeente [Smallingerland] gaat vanavond #strooien! Pas uw snelheid aan en rij voorzichtig!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 18:25;https://twitter.com/Flitsnieuws/status/1218947499836289027;;comment;4;6896;Flitsnieuws;6896;1;;;RT [@_Smallingerland]: Morgenochtend is er kans op #gladheid, dus pas op! Gemeente [Smallingerland] gaat vanavond #strooien! Pas uw snelheid aan en rij voorzichtig!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 15:50;https://twitter.com/jurgenelshof/status/1218908634673041408;;comment;196;;jurgenelshof;734;1.2;;;@MatthijsSienot Hallo Matthijs, waarom denk je dat? @ProvDrenthe [@ResatoBV] en Vriend in Coevorden gaan in de provincie een dicht netwerk realiseren. Kip 🐓- ei 🥚 wordt doorbroken! H2 is zoveel sneller dan laden. VW heeft het wel vaker mis gehad...;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-19 14:34;https://twitter.com/DurkPool/status/1218889469367144448;;post;2;1286;DurkPool;1286;3.4;;;Wat is er met de bestuurders van de PvdA aan de hand?  @SWFryslan-@StellaVanGent, [@_Smallingerland]-@CorTrompetter, @AmelandGemeente-@EllenBruinsSlot! Nieuwe strategie?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 18:15;https://twitter.com/Omrin_BA/status/1218582612178100224;+;comment;5;49;Omrin_BA;49;0.9;;;Trots op deze unieke samenwerking #nascheiding #duurzaam #samenwerken;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 17:50;https://twitter.com/Ludolfjkp/status/1218576343635562496;;comment;2;;Ludolfjkp;881;2.5;;;@piepersrooien [@dewulf_group] @marcel_peterse;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 15:56;https://twitter.com/Events_NL/status/1218547691594092547;;post;;14727;Events_NL;14727;1.2;;;#eventmoment @FaberAV: You might have heard... Faber Audiovisuals was nominated for the Popgala Noord Award. And we won! Thank you for the beautiful flowers [@rocfriesepoort]   #FaberAV #FaberAudiovisuals #ROC #FriesePoortDrachten #TeamFaber #PopgalaNoord https://t.co/O7jOVPxtbx;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 14:59;https://twitter.com/piepersrooien/status/1218533306066751491;+;post;2;1546;piepersrooien;1546;2.3;;;Toch leuk😛😉[@dewulf_group] https://t.co/b6x0FeunmK;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 13:27;https://twitter.com/janvsn/status/1218510163071717377;-;comment;13;171;janvsn;171;1.3;;;RT @DSteenhorst: @TjisseStelpstra [@ResatoBV] Hopelijk stoppen deze vulpunten snel #verspilling. https://t.co/hOentQ8HUB;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 11:47;https://twitter.com/HenkPiening/status/1218484938808406017;;comment;13;;HenkPiening;139;2.1;;;@TjisseStelpstra [@ResatoBV] Volkswagen stopt ontwikkelingen. In H2 fuel cell auto’s en focust volledig op batterij EV https://t.co/t6nVikiPRx;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 10:55;https://twitter.com/wietskekoen/status/1218471880857935873;;comment;3;624;wietskekoen;624;0.7;;;Over de burgervader/burgemeester van [@_Smallingerland];twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 09:50;https://twitter.com/KatyDikker/status/1218455649346117633;+;comment;5;299;KatyDikker;299;0.7;;;RT @CirculairFRL: Mooie samenwerking tussen @Omrin en [@rocfriesepoort] Sneek! Omrin verwerkt #afval van de 3 onderwijslocaties op Ecopark de Wierde in Heerenveen. Door nascheiding wordt meer #plastic uit het schoolafval gehaald en kan bijna 60% worden hergebruikt. @lc_nl 👉  https://t.co/WcGa9aj4v6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 09:29;https://twitter.com/janjaapvanhalem/status/1218450378376851456;;comment;13;644;janjaapvanhalem;644;2.4;;;6!!! 💧💧💧💧💧💧;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 09:18;https://twitter.com/DSteenhorst/status/1218447456398192640;-;comment;13;;DSteenhorst;6549;2.8;;;@TjisseStelpstra [@ResatoBV] Hopelijk stoppen deze vulpunten snel #verspilling. https://t.co/hOentQ8HUB;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 08:22;https://twitter.com/Omrin/status/1218433453965938688;+;comment;5;2121;Omrin;2121;3.2;;;RT @CirculairFRL: Mooie samenwerking tussen @Omrin en [@rocfriesepoort] Sneek! Omrin verwerkt #afval van de 3 onderwijslocaties op Ecopark de Wierde in Heerenveen. Door nascheiding wordt meer #plastic uit het schoolafval gehaald en kan bijna 60% worden hergebruikt. @lc_nl 👉  https://t.co/WcGa9aj4v6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 07:37;https://twitter.com/CirculairFRL/status/1218422018791657477;+;post;5;1356;CirculairFRL;1356;6.1;;;Mooie samenwerking tussen @Omrin en [@rocfriesepoort] Sneek! Omrin verwerkt #afval van de 3 onderwijslocaties op Ecopark de Wierde in Heerenveen. Door nascheiding wordt meer #plastic uit het schoolafval gehaald en kan bijna 60% worden hergebruikt. @lc_nl 👉  https://t.co/WcGa9aj4v6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 06:35;https://twitter.com/AgnesMulderCDA/status/1218406602669199361;;comment;13;11043;AgnesMulderCDA;11043;3.7;;;RT @TjisseStelpstra: Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 01:09;https://twitter.com/KOffringa/status/1218324457137283073;;comment;13;400;KOffringa;400;1;;;RT @TjisseStelpstra: Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 00:57;https://twitter.com/Tuithof/status/1218321448047128582;;comment;5;162;Tuithof;162;1.7;;;RT @DrentseEnergie: Aftrap realisatie provincie dekkend netwerk van waterstofvulpunten in Drenthe. Bouw [@ResatoBV], exploratie OrangeGas, subsidie @ProvDrenthe en financiering @DrentseEnergie.  #waterstof #H2 https://t.co/2aMk2Xycys;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-18 00:07;https://twitter.com/Feikjef/status/1218308807601860609;+;comment;8;178;Feikjef;178;0.7;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 23:44;https://twitter.com/Carlholthausen/status/1218303030480842752;;comment;5;2954;Carlholthausen;2954;4.3;;;RT @DrentseEnergie: Aftrap realisatie provincie dekkend netwerk van waterstofvulpunten in Drenthe. Bouw [@ResatoBV], exploratie OrangeGas, subsidie @ProvDrenthe en financiering @DrentseEnergie.  #waterstof #H2 https://t.co/2aMk2Xycys;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 21:57;https://twitter.com/GrytK/status/1218276203393626114;;comment;2;138;GrytK;138;0.6;;;[@rocfriesepoort]  @Havenmantsje;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 21:55;https://twitter.com/OrangeGas/status/1218275692506505216;+;comment;5;;OrangeGas;2211;1.7;;;@alleswaterstof @ProvDrenthe [@ResatoBV] En @FIETENOLIE 👍;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 20:57;https://twitter.com/berhin1h/status/1218261187667943424;;comment;5;165;berhin1h;165;0.6;;;RT @alleswaterstof: Om het rijden op #waterstof te stimuleren komen er in 2020-2021 zes waterstoftankstations in @ProvDrenthe. De initiatiefnemers zijn [@ResatoBV], @OrangeGas en installatiebedrijf Vriend. @alleswaterstof  https://t.co/Jua6ohIhPA;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 20:57;https://twitter.com/berhin1h/status/1218261045623640064;;comment;13;165;berhin1h;165;0.6;;;RT @TjisseStelpstra: Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 20:27;https://twitter.com/PieterDiphoorn/status/1218253578810380288;;comment;5;745;PieterDiphoorn;745;1.5;;;Laten we er voor zorgen dat #drenthe een voorloper wordt bij het gebruik van waterstof.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 19:47;https://twitter.com/BoukeBo/status/1218243562950877184;+;comment;6;;BoukeBo;556;2.8;;;@remco_meijerink [@rocfriesepoort] Mooie kansen. Mooi werk! #keten;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 19:08;https://twitter.com/remco_meijerink/status/1218233669804068864;+;comment;6;764;remco_meijerink;764;3.2;;;Nieuwe scholencampus vo-scholen komt naast vestiging [@rocfriesepoort] in Emmeloord. Fantastische kans om samenwerking tussen voortgezet en middelbaar beroepsonderwijs verder te versterken. Bijvoorbeeld in het techniekonderwijs.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 18:08;https://twitter.com/KerstholtA/status/1218218481864278017;+;comment;13;72;KerstholtA;72;1.5;;;Drenthe moet ook op dit mooie terrein van de waterstof zorgen een eventuele voorsprong vast te houden Voordelen uithalen en benutten Niet dat andere regio's et met de opbrengst vandoor gaan. Zoals bij blue toont and sensoren en meer dingen Drenthe lege handen achterlatend.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 17:41;https://twitter.com/DrentseEnergie/status/1218211727399104513;;comment;4;403;DrentseEnergie;403;4.6;;;RT [@ResatoBV]: De eerste stappen zijn gezet! Hoe wij de toekomst van #waterstof #mobiliteit voor ons zien? U ziet het in: https://t.co/VJQsZNa4M4;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 16:38;https://twitter.com/bwierdsma/status/1218195979524104192;+;comment;13;;bwierdsma;125;2;;;@TjisseStelpstra [@ResatoBV] Goed bezig!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 16:08;https://twitter.com/FrankMenger/status/1218188356959506432;;comment;5;2037;FrankMenger;2037;9.2;;;RT @DrentseEnergie: Aftrap realisatie provincie dekkend netwerk van waterstofvulpunten in Drenthe. Bouw [@ResatoBV], exploratie OrangeGas, subsidie @ProvDrenthe en financiering @DrentseEnergie.  #waterstof #H2 https://t.co/2aMk2Xycys;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 16:06;https://twitter.com/DrentseEnergie/status/1218187822466830341;;comment;13;403;DrentseEnergie;403;4.6;;;RT @TjisseStelpstra: Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 15:53;https://twitter.com/johanenjessica/status/1218184606115078144;+;comment;4;;johanenjessica;103;0.8;;;[@ResatoBV] Mooi! Succes met de volgende stappen!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 15:44;https://twitter.com/FaberAV/status/1218182208416108545;;post;;594;FaberAV;594;0.7;;;You might have heard... Faber Audiovisuals was nominated for the Popgala Noord Award. And we won! Thank you for the beautiful flowers [@rocfriesepoort]   #FaberAV #FaberAudiovisuals #ROC #FriesePoortDrachten #TeamFaber #PopgalaNoord https://t.co/rFzE5Vm2Ph;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 15:31;https://twitter.com/MaartenNoordho1/status/1218179046938419200;;comment;7;433;MaartenNoordho1;433;1.2;;;RT @MaartenNoordho1: Stoppen met dit college van #gewoonnietsdoen. Uithuilen en opnieuw beginnen is het enige dat er op zit.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 14:54;https://twitter.com/dvhn_nl/status/1218169766654988290;;post;;87034;dvhn_nl;87034;128.2;;;Benzinerijders gaan straks 'tanken' aan de laadpaal, dieselrijders schakelen over op waterstof, verwacht ‘waterstofman’ Rob Castien van [@ResatoBV] in Assen. Drenthe heeft binnen twee jaar al vijf plekken waar iedereen waterstof kan tanken [[PLUS]] https://t.co/kY3lWjtdIg;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 14:20;https://twitter.com/birdutterance/status/1218161179606110208;;comment;7;581;birdutterance;581;3.7;;;RT @MaartenNoordho1: Stoppen met dit college van #gewoonnietsdoen. Uithuilen en opnieuw beginnen is het enige dat er op zit.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 13:43;https://twitter.com/ReindersHenk/status/1218151935343316992;;comment;13;520;ReindersHenk;520;0.6;;;RT @TjisseStelpstra: Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 13:13;https://twitter.com/ResatoBV/status/1218144226631979008;;comment;5;520;ResatoBV;520;1.6;;;Trots om op deze manier bij te kunnen dragen aan de #energietransitie in #Drenthe!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 13:02;https://twitter.com/TjisseStelpstra/status/1218141520265666561;;post;13;1473;TjisseStelpstra;1473;3.2;;;Drenthe krijgt in 2020 6 nieuwe waterstofvulpunten en daarmee de meeste per gebied. Vanmorgen de aftrap bij [@ResatoBV] met Vriend uit Coevorden waar het eerste vulpunt komt. https://t.co/x8yzatrmO6;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 12:55;https://twitter.com/Aventus/status/1218139732493983744;+;comment;5;1562;Aventus;1562;0.8;;;RT @WorldSkillsNL: De #skillsheroes kwalificatiewedstrijd tandartsassistent is gisteren afgerond. Benieuwd naar de uitslagen? Gefeliciteerd Quincy @Aventus, Dylana @KW1C, Sanne @Deltion, Amber @Noorderpoort, Lysanne [@rocfriesepoort], Amira @summacollege, Sigrid @rijnijssel, Zoë @DaVinciCollege! https://t.co/Vv8xzfYR0V;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 12:10;https://twitter.com/EnergiefondsTW/status/1218128511610892288;;comment;5;136;EnergiefondsTW;136;0.6;;;En nu doorpakken naar een Twente dekkend netwerk. Het @EnergiefondsTW heeft de eerste zaadjes hiervoor gezaaid. @ProvOverijssel;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 12:06;https://twitter.com/DrentseEnergie/status/1218127556030976000;;post;5;402;DrentseEnergie;402;0.6;;;Aftrap realisatie provincie dekkend netwerk van waterstofvulpunten in Drenthe. Bouw [@ResatoBV], exploratie OrangeGas, subsidie @ProvDrenthe en financiering @DrentseEnergie.  #waterstof #H2 https://t.co/2aMk2Xycys;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 12:06;https://twitter.com/KW1C/status/1218127550393782272;;comment;5;1830;KW1C;1830;1.7;;;Toppers! Van harte, allemaal!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 12:02;https://twitter.com/alleswaterstof/status/1218126373774073856;;post;5;203;alleswaterstof;203;2.1;;;Om het rijden op #waterstof te stimuleren komen er in 2020-2021 zes waterstoftankstations in @ProvDrenthe. De initiatiefnemers zijn [@ResatoBV], @OrangeGas en installatiebedrijf Vriend. @alleswaterstof  https://t.co/Jua6ohIhPA;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 11:33;https://twitter.com/JDebreczeny/status/1218119115573026817;;post;3;298;JDebreczeny;298;0.8;;;....[@_Smallingerland] het is toch een teken aan de wand, dat de #burgemeester het initiatief neemt voor een informateur en niet de politiek.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 11:19;https://twitter.com/klaasoptland/status/1218115606756634624;;comment;2;57;klaasoptland;57;0.7;;;RT @Instruct_Uitg: Digitaal burgerschap is een steeds belangrijker wordend thema in het onderwijs, zo ook in het mbo. Bij [@rocfriesepoort] is digitale context een belangrijk onderdeel wanneer het gaat over burgerschap. Hoe zij dat doen? Lees verder 👉 https://t.co/8uNsXhbVQU #digitalegeletterdheid;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 09:49;https://twitter.com/SummaZorg/status/1218092975009468416;+;comment;5;223;SummaZorg;223;0.8;;;Amira heeft zich gekwalificeerd voor de finale van de #skillsheroes voor tandartsassistenten.  Gefeliciteerd! En succes in de finale!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 09:29;https://twitter.com/Deltion/status/1218088041350356992;+;comment;5;4062;Deltion;4062;4.9;;;RT @WorldSkillsNL: De #skillsheroes kwalificatiewedstrijd tandartsassistent is gisteren afgerond. Benieuwd naar de uitslagen? Gefeliciteerd Quincy @Aventus, Dylana @KW1C, Sanne @Deltion, Amber @Noorderpoort, Lysanne [@rocfriesepoort], Amira @summacollege, Sigrid @rijnijssel, Zoë @DaVinciCollege! https://t.co/Vv8xzfYR0V;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 09:28;https://twitter.com/WorldSkillsNL/status/1218087581512019968;+;post;5;3786;WorldSkillsNL;3786;5.2;;;De #skillsheroes kwalificatiewedstrijd tandartsassistent is gisteren afgerond. Benieuwd naar de uitslagen? Gefeliciteerd Quincy @Aventus, Dylana @KW1C, Sanne @Deltion, Amber @Noorderpoort, Lysanne [@rocfriesepoort], Amira @summacollege, Sigrid @rijnijssel, Zoë @DaVinciCollege! https://t.co/Vv8xzfYR0V;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 08:30;https://twitter.com/essiewashere/status/1218073017634390016;;comment;4;250;essiewashere;250;0.8;;;RT [@nijsmellinghe]: Ben jij een GZ psycholoog met als aandachtsgebied neuropsychologie? Werk jij graag samen in een professioneel team? Binnen het psychosomatisch team is plek voor een  (GZ) psycholoog (neuropsychologie). Kijk voor meer informatie over deze vacature op https://t.co/qkbJCIo4pB https://t.co/pQ72Nm9wTP;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 08:06;https://twitter.com/virac_irbene/status/1218067134636601345;;comment;7;49;virac_irbene;49;1.3;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 07:18;https://twitter.com/de_yko/status/1218054925453811712;+;comment;18;110;de_yko;110;15.4;;;RT @corrumpere: Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 06:48;https://twitter.com/Akcar/status/1218047426411536385;;comment;4;466;Akcar;466;0.8;;;RT [@nijsmellinghe]: Ben jij een GZ psycholoog met als aandachtsgebied neuropsychologie? Werk jij graag samen in een professioneel team? Binnen het psychosomatisch team is plek voor een  (GZ) psycholoog (neuropsychologie). Kijk voor meer informatie over deze vacature op https://t.co/qkbJCIo4pB https://t.co/pQ72Nm9wTP;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 03:54;https://twitter.com/SaskiaGoedheer/status/1218003576527650818;+;comment;8;186;SaskiaGoedheer;186;0.7;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-17 03:54;https://twitter.com/NovaCollege/status/1218003511792799745;+;comment;8;2423;NovaCollege;2423;0.7;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 22:44;https://twitter.com/MaartenNoordho1/status/1217925743667306496;+;comment;2;433;MaartenNoordho1;433;1;;;RT @PeterBoomsma: Weer mooie verhalen van Henk de Jong van @SCCambuurLwd, samen met @arjendeboer12. Prachtig ook dat [@_Smallingerland] European City of Sports 2020 is 👏🏻 https://t.co/45pYMbLYaT;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 22:30;https://twitter.com/vangroningen/status/1217922219172605960;+;post;;2226;vangroningen;2226;1.1;;;Tijdens de openingsspeech van [@_Smallingerland] European City of Sport 2020 introduceerde de burgemeester maar mooi even onze mooie @eroutes_com wandel- en hardloop-app ☺️😊 #trots /@SportDrachten https://t.co/MNL2aVTUZM #europeancityofsport https://t.co/E6bPxbG2sW;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 21:01;https://twitter.com/Gezondejaren/status/1217899611316215808;+;comment;2;149;Gezondejaren;149;1.8;;;Mooie gelegenheid om dit jaar veel aandacht te geven sport en bewegen in [@_Smallingerland].door @SportDrachten. Belangrijk maar zeker ook leuk onderwerp op weg naar #MeerGezondeJaren!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 20:35;https://twitter.com/PeterBoomsma/status/1217893110736400384;+;post;2;1149;PeterBoomsma;1149;1.1;;;Weer mooie verhalen van Henk de Jong van @SCCambuurLwd, samen met @arjendeboer12. Prachtig ook dat [@_Smallingerland] European City of Sports 2020 is 👏🏻 https://t.co/45pYMbLYaT;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 19:58;https://twitter.com/Youri_Liemburg/status/1217883909343629312;+;comment;2;457;Youri_Liemburg;457;1.4;;;Was weer gezellig met les gisteren #LFBLeeuwarden #leeuwarden 😁😉  [@rocfriesepoort];twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 19:56;https://twitter.com/ElstT/status/1217883340931510273;+;comment;8;456;ElstT;456;1.2;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 19:52;https://twitter.com/daanbultje/status/1217882328330010627;;post;2;2845;daanbultje;2845;3.5;;;Volle bak bij @SportDrachten om de titel European City of Sport 2020 [@_Smallingerland] te vieren. Met onder andere de start van de @Healthyageingtr op 8 April 2020 #meergezondejaren #europeancityofsport #healthyageing https://t.co/Aq1HtDL9bu;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 19:18;https://twitter.com/yvanlunzen/status/1217873702009917440;+;comment;18;701;yvanlunzen;701;1.7;;;RT @corrumpere: Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 17:56;https://twitter.com/BravoerEvents/status/1217853156161400833;;post;;0;BravoerEvents;0;0.6;;;Voorpret. Feest ingrediënten verzorgen voor [#nijsmellinghe] #Bravoerevents #bravoersoundsystem #silentdisco #verkleedfeestje #djmaryo! #djmandiri @ Grootcafé de Swetser [Drachten] https://t.co/BbZ7nauzI9;twitter;
